bjdCode,codeAptNm,codeHallNm,codeHeatNm,codeMgrNm,codeSaleNm,doroJuso,hoCnt,kaptAcompany,kaptAddr,kaptBaseFloor,kaptBcompany,kaptCode,kaptDongCnt,kaptFax,kaptMarea,kaptMparea_135,kaptMparea_136,kaptMparea_60,kaptMparea_85,kaptName,kaptTarea,kaptTel,kaptTopFloor,kaptUrl,kaptUsedate,kaptdEcntp,kaptdaCnt,ktownFlrNo,privArea,zipcode
1165010600,아파트,혼합식,지역난방,위탁관리,분양,서울특별시 서초구 잠원로8길 3,391,한신공영,"서울특별시 서초구 잠원동 56-2 신반포 한신 25,26,27차 아파트",0,한신공영,A13790716,4,025357827,41411.689,100,44,132,115,"신반포 한신 25,26,27차 아파트",41411.689,025357828,13, ,19841108,8,391,13,34723.77,06518
1165010600,아파트,복도식,지역난방,자치관리,분양,서울특별시 서초구 잠원로 157,396,한신공영(주),서울특별시 서초구 잠원동 55-12 신반포한신16차,0,한신공영(주),A13790717,2,025931310,26296.996,0,0,308,88,신반포한신16차,26306,025931310,11, ,19830107,4,396,11,23453.73,06514
1165010600,아파트,혼합식,지역난방,자치관리,분양,서울특별시 서초구 잠원로 88,320,한신공영(주),서울특별시 서초구 잠원동 65-32 신반포7차,0,한신공영(주),A13790721,3,0262844861,43430.08,160,160,0,0,신반포7차,43596.531,025324861,10,신반포7차.apti.co.kr,19800430,11,320,10,39724.98,06520
1165010600,아파트,혼합식,지역난방,자치관리,분양,서울특별시 서초구 잠원로14길 41,324,한신공영,서울특별시 서초구 잠원동 49-17 신반포한신5지구(12차),0,한신공영,A13790726,3,025343650,25298.688,230,48,312,96,신반포한신5지구(12차),165554,025943650,13, ,19811229,5,686,13,55197,06515
1165010600,아파트,혼합식,지역난방,자치관리,분양,서울특별시 서초구 잠원로3길 8,250,한신공영,서울특별시 서초구 잠원동 71-11 반포한신타워,2,한신공영,A13790910,2,025377223,27166.3,54,0,101,95,반포한신타워,34164,025377119,18, ,19960805,6,250,18,20424.04,06510
1165010600,아파트,혼합식,지역난방,자치관리,분양,서울특별시 서초구 신반포로23길 41,1572,한신공영(주),서울특별시 서초구 잠원동 73- 신반포한신2차,0,한신공영(주),A13790929,13,025935138,163131.408,696,252,0,624,신반포한신2차,163131.408,025911869,12, ,19780630,25,1572,12,151684.2,06509
1165010800,아파트,혼합식,지역난방,자치관리,분양,서울특별시 서초구 서초중앙로 200,2390,삼풍건설,서울특별시 서초구 서초동 1685- 서초삼풍,0,삼풍건설,A13792001,24,025991852,368534.8,726,614,0,1050,서초삼풍,368534.8,025350320,15, ,19880720,62,2390,15,279604.32,06601
1165010800,주상복합,계단식,개별난방,위탁관리,분양,서울특별시 서초구 효령로72길 57,257,세진푸드시스템,서울특별시 서초구 서초동 1344-13 서초트라팰리스1차,3,삼성물산,A13792306,3,025981393,54028.5189,207,6,0,44,서초트라팰리스1차,54028.53,025981344,25, ,20051118,9,257,25,29623.24,06732
1171010300,아파트,혼합식,지역난방,위탁관리,분양,서울특별시 송파구 올림픽로45길 11,415,극동,서울특별시 송파구 풍납동 391- 풍납극동,0,극동건설,A13804001,4,024778016,38413.57,0,0,183,232,풍납극동,38413.789,024736614,15, ,19871215,10,415,15,29455.525,05539
1171010300,아파트,계단식,개별난방,위탁관리,분양,서울특별시 송파구 올림픽로47길 9,417,쌍용건설주식회사,서울특별시 송파구 풍납동 401-1 풍납쌍용,3,쌍용건설주식회사,A13804002,3,024712041,51004.938,0,0,0,417,풍납쌍용,52635.25,024792848,20, ,19940727,11,417,20,35382.39,05538
1171010300,아파트,계단식,지역난방,위탁관리,분양,서울특별시 송파구 올림픽로 525,708,지역조합연합주택,서울특별시 송파구 풍납동 413-1 풍납현대,1,현대건설(주),A13804004,6,024868497,75956.44,0,0,0,708,풍납현대,77537,024747342,20, ,19951114,19,708,20,57949.9,05530
1171010300,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 송파구 토성로 38-6,895,풍납동우일재건축조합,서울특별시 송파구 풍납동 508- 풍납한강극동,1,극동건설,A13804206,9,024835113,99554.72,251,0,315,329,풍납한강극동,105425.1,024727159,18, ,19950731,24,895,18,75357.7,05536
1171011100,아파트,계단식,지역난방,자치관리,분양,서울특별시 송파구 양재대로 1109,480,대림건설,서울특별시 송파구 방이동 217- 방이대림가락,0,대림건설,A13805001,6,024251341,67298.94,242,90,0,148,방이대림가락,67298.94,024172038,15, ,19850223,16,480,15,56601.06,05647
1171011100,아파트,혼합식,지역난방,위탁관리,분양,서울특별시 송파구 양재대로 1218,5540,서울특별시,서울특별시 송파구 방이동 89- 올림픽선수기자촌아파트,1,한신공영(주) 외,A13805002,122,024011927,634678.6476,2728,778,0,2034,올림픽선수기자촌아파트,854994,024011921,24,www.olympicapt.apti.co.kr,19880614,207,5540,24,589196.33,05649
1171011300,아파트,계단식,지역난방,위탁관리,분양,서울특별시 송파구 양산로8길 24,478,동아. 효성,서울특별시 송파구 거여동 291- 동아효성아파트(거여2단지),0,"동아,효성",A13811202,11,024486790,68317.3462,473,5,0,0,동아효성아파트(거여2단지),90784.607,024319686,15, ,19971215,16,478,15,58549.24,05778
1171011300,아파트,복도식,지역난방,자치관리,분양,서울특별시 송파구 양산로4길 8,546,서울시 도시개발공사,서울특별시 송파구 거여동 293- 거여4단지,1,삼익주택(주),A13811203,6,024097357,40584.55,0,0,546,0,거여4단지,43710.8,024097356,12,거여4단지.apti.co.kr,19970703,9,546,12,27346.75,05787
1171011300,아파트,복도식,지역난방,위탁관리,임대,서울특별시 송파구 양산로2길 44,598,sh공사,서울특별시 송파구 거여동 292- 거여3단지,0,자유건설,A13811204,5,024488698,37395.0464,0,0,598,0,거여3단지,52376,024006950,15, ,20001009,10,598,15,28026.842,05778
1171011300,아파트,혼합식,지역난방,위탁관리,분양,서울특별시 송파구 양산로4길 16,605,도시개발공사,서울특별시 송파구 거여동 294- 거여5단지,1,라이프주택,A13811205,6,024005761,60966.1,0,0,516,89,거여5단지,61834.14,024005760,15, ,19970703,10,605,15,38307.11,05788
1171011300,아파트,복도식,지역난방,위탁관리,분양,서울특별시 송파구 양산로8길 8,1004,도시개발공사,서울특별시 송파구 거여동 290- 거여1단지,1,미주실업주식회사,A13811206,6,024318354,78124.72,0,0,1004,0,거여1단지,78124.72,024318353,12,거여1단지.apti.co.kr,19971125,14,1004,12,48410.32,05779
1171011200,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 송파구 성내천로 87,196,신범화연립재건축조합,서울특별시 송파구 오금동 138- 오금우방,2,우방,A13813002,3,024482584,20710.7423,43,0,44,109,오금우방,29079,024482583,19, ,20010312,6,196,19,16215.55,05738
1171011200,아파트,혼합식,지역난방,위탁관리,분양,서울특별시 송파구 오금로 405,226,동성건설,서울특별시 송파구 오금동 166- 가락상아1차,0,동성건설,A13813004,3,024315827,26915.698,154,0,0,72,가락상아1차,44892.764,024025827,12,가락상아1차.apti.co.kr,19841212,8,226,12,21494.98,05741
1171011200,아파트,계단식,지역난방,위탁관리,분양,서울특별시 송파구 동남로24길 6,264,(주)우창건설,서울특별시 송파구 오금동 164- 가락우창,1,(주)우창건설,A13813005,4,024305886,34030.32,192,0,0,72,가락우창,34030.32,024048772,12, ,19851007,11,264,12,27679.2,05740
1171011200,아파트,혼합식,기타,위탁관리,분양,서울특별시 송파구 양재대로72길 15,285,오금제2구역 주택개량재개발조합,서울특별시 송파구 오금동 11- 오금현대백조,2,현대건설,A13813006,2,024011897,28064.39,84,0,79,122,오금현대백조,34216.14,024011896,19, ,19970124,7,285,19,21962.14,05652
1171011200,아파트,계단식,지역난방,위탁관리,분양,서울특별시 송파구 위례성대로 176,749,오금재개발조합,서울특별시 송파구 오금동 19- 오금대림,0,대림산업(주),A13813008,7,024489380,92228.0677,360,0,0,389,오금대림,94110,024082156,15,오금대림.apti.co.kr,19881210,25,749,15,78314.39,05652
1171011200,아파트,계단식,지역난방,위탁관리,분양,서울특별시 송파구 오금로35길 17,1316,현대산업개발(주),서울특별시 송파구 오금동 43- 오금현대아파트,1,현대산업개발(주),A13813010,21,024431762,196192.962,672,280,0,364,오금현대아파트,202977.908,024022104,14, ,19841226,47,1316,14,166663.98,05658
1171010700,아파트,계단식,지역난방,위탁관리,분양,서울특별시 송파구 송파대로32길 33,264,동부건설,서울특별시 송파구 가락동 95- 가락동부센트레빌,2,동부건설,A13816002,5,0220433163,44625.39,135,129,0,0,가락동부센트레빌,63270.34,0220433162,23, ,20011126,8,264,23,34100.13,05709
1171010700,아파트,혼합식,중앙난방,위탁관리,분양,서울특별시 송파구 동남로18길 9,555,극동건설(주),서울특별시 송파구 가락동 192- 가락극동,0,극동건설(주),A13816202,7,024486471,61628.4,210,150,105,90,가락극동,74865.82,024037885,15, ,19841210,16,555,15,61628.4,05783
1171010400,아파트,계단식,지역난방,위탁관리(직영+위탁),혼합,서울특별시 송파구 오금로32길 31,794,반도아파트주택재건축정비사업조합,서울특별시 송파구 송파동 243- 래미안송파파인탑,2,삼성물산,A13817001,9,024220168,73940.5102,179,0,171,444,래미안송파파인탑,117966.39,024220167,28, ,20120106,18,794,28,54704.09,05673
1171010400,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 송파구 송파대로48길 29,227,조합,서울특별시 송파구 송파동 33- 송파호수임광,2,남광토건,A13817101,2,0264288650,24565.29,0,0,119,108,송파호수임광,28268.38,024238650,12, ,19951017,7,227,12,15950.29,05623
1171010500,아파트,계단식,개별난방,위탁관리,분양,서울특별시 송파구 백제고분로 348,393,재건축조합,서울특별시 송파구 석촌동 285- 잠실한솔,2,한솔건설,A13819001,7,0220429231,40474.67,0,0,86,307,잠실한솔,53498,024169640,19, ,20001010,11,393,19,31208.09,05684
1171010800,아파트,계단식,개별난방,위탁관리,분양,서울특별시 송파구 송이로 257,150,(주)대우,서울특별시 송파구 문정동 117- 문정3차푸르지오,2,(주)대우건설,A13820001,2,024043379,15952.065,0,0,0,150,문정3차푸르지오,16059.39,024044117,15,없음,20020813,5,150,15,12744,05798
1171010800,아파트,계단식,지역난방,위탁관리,분양,서울특별시 송파구 동남로 160,514,한국도시개발(주),서울특별시 송파구 문정동 3- 가락1차현대아파트,0,현대산업개발,A13820004,8,024022338,66648.63,286,0,0,228,가락1차현대아파트,67951.591,024082336,14, ,19841114,20,514,14,54727.9,05795
1171010800,아파트,계단식,지역난방,위탁관리,분양,서울특별시 송파구 새말로8길 12,545,7개주택조합연합,서울특별시 송파구 문정동 72-3 문정건영,1,건영,A13820005,5,024032704,64249.5,0,0,0,545,문정건영,66903,024307450,15, ,19961010,18,545,15,45793.65,05817
1171010800,아파트,계단식,지역난방,위탁관리,분양,서울특별시 송파구 문정로 83,1696,문정주공재건축조합,서울특별시 송파구 문정동 1- 문정래미안,0,삼성물산,A13820006,31,024495878,255669.54,966,388,0,342,문정래미안,381065,024024023,22,www.moonjungraemian.com,20040930,46,1696,22,211278.78,05794
1171010800,아파트,복도식,지역난방,위탁관리,분양,서울특별시 송파구 송이로31길 56,1316,서울시 건설본부,서울특별시 송파구 문정동 145- 문정시영,0,"태영건설, 현대산업개발",A13820007,10,024032653,79608.564,0,0,1316,0,문정시영,81117.288,024067588,14, ,19890330,20,1316,14,50581.44,05786
1171010900,아파트,계단식,개별난방,위탁관리,혼합,서울특별시 송파구 새말로12길 16,181,SH공사,서울특별시 송파구 장지동 837- 송파파인타운4단지,1,신한종합건설(주),A13821001,4,024313717,17349.805,0,0,75,106,송파파인타운4단지,23655.19,024492431,15, ,20080403,0,181,15,13479.87,05811
1171010900,아파트,혼합식,개별난방,위탁관리,혼합,서울특별시 송파구 송파대로8길 58,333,SH공사,서울특별시 송파구 장지동 854- 송파파인타운11단지,1,(주)일성건설,A13821002,9,024086145,32744.2,0,0,124,209,송파파인타운11단지,43661.66,024016145,19, ,20070731,14,333,19,25187.5,05813
1171010900,아파트,혼합식,개별난방,위탁관리,혼합,서울특별시 송파구 충민로4길 19,537,sh,서울특별시 송파구 장지동 844- 송파파인타운7단지,2,극동건설,A13821004,6,024007741,47668.186,0,0,300,237,송파파인타운7단지,68286.133,024007749,17, ,20071224,14,537,17,35108.58,05812
1171010900,아파트,혼합식,개별난방,위탁관리,혼합,서울특별시 송파구 충민로4길 6,700,SH공사,서울특별시 송파구 장지동 842- 송파파인타운8단지,0,(주)신창건설,A13821006,5,0220439991,48249.69,0,0,700,0,송파파인타운8단지,72535.03,0220439990,20, ,20081020,15,700,20,34503.12,05815
1171010100,아파트,혼합식,지역난방,위탁관리,분양,서울특별시 송파구 올림픽로 135,5563,"우방,삼성,대우,대림",서울특별시 송파구 잠실동 22- 잠실리센츠,2,"우방,삼성,대우,대림",A13822003,65,024190039,581999.09,860,0,1113,3590,잠실리센츠,935053,024190035,33,www.movill.net/05502,20080731,119,5563,33,447329.99,05502
1129013500,아파트,계단식,개별난방,위탁관리,혼합,서울특별시 성북구 종암로24길 35,393,종암6구역주택재개발정비사업조합,서울특별시 성북구 종암동 135- 종암2차SK뷰,2,SK건설,A13671213,6,029092107,38628.86,76,0,183,134,종암2차SK뷰,54545.84,029092105,20,종암2차SK뷰.apti.co.kr,20101029,10,393,20,29752.18,02798
1129011200,아파트,계단식,개별난방,위탁관리,분양,서울특별시 성북구 보문로29다길 31,864,조합아파트,서울특별시 성북구 삼선동2가 425- 삼선푸르지오아파트,3,대우건설(주),A13672101,22,027432544,90403.08,198,0,180,486,삼선푸르지오아파트,133964.49,027432545,15,samsunprugio.aptner.com/,20080327,39,864,15,74714.84,02875
1129011200,아파트,계단식,개별난방,위탁관리,분양,서울특별시 성북구 낙산길 243-15,377,현대건설(주),서울특별시 성북구 삼선동2가 420- 삼선힐스테이트,2,현대건설(주),A13672102,9,0263190633,37214.36,64,0,152,161,삼선힐스테이트,52459,027450455,14,삼선힐스테이트.apti.co.kr,20091201,16,377,14,29637.83,02875
1129013900,아파트,복도식,개별난방,위탁관리,임대,서울특별시 성북구 화랑로 214,80,삼성물산,서울특별시 성북구 석관동 407-4 석관래미안제2임대,3,SH공사,A13676102,1,029626029,6733.096,0,0,80,0,석관래미안제2임대,6733.1,029626028,10, ,20090626,2,80,10,2400.15,02790
1129013900,아파트,계단식,개별난방,위탁관리,분양,서울특별시 성북구 화랑로 210-26,199,석관제3구역,서울특별시 성북구 석관동 408- 신동아파밀리에,3,신동아건설,A13676103,5,029597766,22517.22,37,0,34,128,신동아파밀리에,33369.53,029597733,15, ,20110128,0,199,15,17169.04,02790
1129013300,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 성북구 북악산로 847,193,쌍용건설,서울특별시 성북구 정릉동 1017- 정릉쌍용,2,쌍용건설,A13676501,2,029125503,19455.3,48,0,126,19,정릉쌍용,26102,029125500,19, ,19991113,4,193,19,14653.51,02818
1129013300,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 성북구 북악산로 828,406,정릉스카이 재건축 조합,서울특별시 성북구 정릉동 1014- 정릉스카이쌍용,3,쌍용건설,A13676504,3,0262239114,42365.94,80,0,210,116,정릉스카이쌍용,55787,029179114,20, ,19990212,8,406,20,31086.64,02827
1129013300,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 성북구 서경로 28,514,숭덕재건축조합,서울특별시 성북구 정릉동 1018- 길음뉴타운 데시앙,0,(주)태영,A13676605,6,029121418,53099.3501,115,0,286,113,길음뉴타운 데시앙,70757,029121417,19,www.intm.com/정릉태영,19991122,13,514,19,39633.42,02719
1129013300,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 성북구 보국문로30길 15,791,선덕아파트 재건축조합외 7개 조합,서울특별시 성북구 정릉동 1021- 정릉대우,3,(주)대우,A13676702,7,029183906,70795.695,112,0,481,198,정릉대우,94057,029125630,18,정릉대우.apti.co.kr,20010621,0,791,18,53734.59,02701
1129013300,아파트,계단식,개별난방,위탁관리,분양,서울특별시 성북구 솔샘로24길 15,739,정릉5구역재건축조합,서울특별시 성북구 정릉동 1028- 정릉1차e-편한세상,0,대림건설,A13676703,11,029141872,74088.29,120,0,314,305,정릉1차e-편한세상,99443.23,029141870,20,아파트너,20060602,20,739,20,58439.98,02712
1129013300,아파트,복도식,개별난방,위탁관리,임대,서울특별시 성북구 솔샘로25길 11-14,332,풍림산업(주),서울특별시 성북구 정릉동 239-5 정릉풍림아이원임대,3,풍림산업(주),A13676704,2,029124867,17501.048,0,0,332,0,정릉풍림아이원임대,29165.87,029124866,20, ,20051228,4,332,20,10876.32,02702
1129013300,아파트,계단식,개별난방,위탁관리,분양,서울특별시 성북구 북악산로 742-12,212,정릉북악재건축조합,서울특별시 성북구 정릉동 1033- 정릉우정에쉐르,3,(주)우정건설,A13677807,3,029091419,22126.67,17,0,32,163,정릉우정에쉐르,32730.59,029091418,19, ,20090416,6,212,19,17703.14,02826
1129013700,아파트,복도식,개별난방,위탁관리,임대,서울특별시 성북구 장월로1길 28,278,sh공사,서울특별시 성북구 상월곡동 101-1 동아에코빌,1,동아건설산업(주),A13678401,2,029434389,8782.02,0,0,278,0,동아에코빌,15403.29,029434388,20,www.i-sh.co.kr/,20030627,4,278,20,8782.02,02753
1129013400,아파트,계단식,개별난방,위탁관리,임대,서울특별시 성북구 길음로9길 50,242,래미안길음뉴타운9단지제2관리사무소,서울특별시 성북구 길음동 1286-7 길음뉴타운9단지제2,3,삼성물산,A13679402,3,029123928,12066.12,0,0,242,0,길음뉴타운9단지제2,19548.76,029123927,15, ,20100930,4,242,15,8053.76,02721
1129013400,아파트,계단식,개별난방,위탁관리,분양,서울특별시 성북구 길음로13길 22,449,길음뉴타운,서울특별시 성북구 길음동 1285- 길음뉴타운7단지,4,두산건설,A13679403,6,029094726,49974.14,90,0,131,228,길음뉴타운7단지,69705,029094849,23, ,20100728,12,449,23,37581.26,02715
1129010300,아파트,계단식,개별난방,위탁관리,분양,서울특별시 성북구 아리랑로 68,200,돈암제1구역주택재개발조합,서울특별시 성북구 돈암동 639- 돈암힐스테이트,3,현대건설(주),A13679902,6,029276238,19450.88,40,0,88,72,돈암힐스테이트,29669,029276237,12, ,20070418,9,200,12,15826.88,02827
1129013400,아파트,계단식,개별난방,위탁관리,분양,서울특별시 성북구 길음로 141,252,(주)신안건설산업,서울특별시 성북구 길음동 635-168 길음신안파크,0,(주)신안건설산업,A13680701,3,029189312,24091.44,0,0,0,252,길음신안파크,24091.44,029190885,13, ,19881126,10,252,13,19001.16,02714
1129010300,아파트,계단식,개별난방,위탁관리,분양,서울특별시 성북구 정릉로 388,540,동부건설(주),서울특별시 성북구 돈암동 633- 돈암동부센트레빌,0,동부건설(주),A13681303,9,029213813,65117.76,142,0,0,398,돈암동부센트레빌,84708.06,029213812,23, ,20030918,19,540,23,48580.22,02806
1129010300,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 성북구 정릉로 404,619,주택개량재개발조함,서울특별시 성북구 돈암동 1- 돈암현대,0,현대산업개발,A13681304,6,029277859,53602.31,0,0,284,335,돈암현대,536020.31,029277858,15, ,19910613,18,619,15,39755.03,02801
1129013900,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 성북구 한천로76길 73,315,중앙건설,서울특별시 성북구 석관동 110-2 석관중앙하이츠,2,중앙건설,A13681701,3,029605667,33226.2,0,0,165,150,석관중앙하이츠,33227.2,029575667,15, ,19940624,7,315,15,22592.85,02781
1129013300,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 성북구 서경로 31,529,(주)동아건설산업,서울특별시 성북구 정릉동 210- 정릉푸른마을동아,3,(주)동아건설산업,A13684605,7,0262259973,57022.4,59,0,150,320,정릉푸른마을동아,75794,029139973,20, ,20031004,16,529,20,42905.55,02716
1129013300,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 성북구 보국문로32길 53,261,정릉주공재건축아파트조합,서울특별시 성북구 정릉동 809- 정릉중앙하이츠,3,중앙건설(주),A13684701,4,029420988,26211.12,36,0,135,90,정릉중앙하이츠,27769.95,029412698,18, ,19990514,0,261,18,19712.04,02700
1129013300,아파트,계단식,개별난방,위탁관리,분양,서울특별시 성북구 아리랑로19길 60,433,"계성제지그룹직장조합외5개조합,(주)중앙건설",서울특별시 성북구 정릉동 494- 정릉중앙하이츠빌1단지,3,(주)중앙건설,A13685104,7,029115714,34273.9013,0,0,101,332,정릉중앙하이츠빌1단지,62122.7,029115704,19,cafe.daum.net/heights1apt,20040430,15,433,19,34271.34,02813
1129013500,아파트,계단식,개별난방,위탁관리,분양,서울특별시 성북구 종암로25길 30,1168,종암2구역 주택재개발사업,서울특별시 성북구 종암동 80- 래미안 크리시엘 아파트 관리사무소,3,삼성물산,A13686302,17,0264350080,122064.59,226,0,469,473,래미안 크리시엘 아파트 관리사무소,155906.43,0264350078,20,종암삼성래미안.apti.co.kr,20040924,31,1168,20,94302.14,02803
1165010600,아파트,계단식,지역난방,위탁관리,분양,서울특별시 서초구 잠원로14길 3,256,(주)롯데건설,서울특별시 서초구 잠원동 50- 잠원롯데캐슬갤럭시1차,2,(주)롯데건설,A13703011,5,025324954,39593.38,250,6,0,0,잠원롯데캐슬갤럭시1차,53085.29,0234770042,25,lotte.aptstory.kr,20020727,6,256,25,30274.86,06515
1165010600,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 서초구 신반포로33길 15,991,잠원연립주택조합,서울특별시 서초구 잠원동 157- 잠원동아,2,동아건설,A13703027,8,025334464,100775.32,0,0,301,690,잠원동아,121293.36,025334413,20,www.jamwondonga.kr,20020704,26,991,20,76609.9,06521
1165010700,아파트,혼합식,지역난방,자치관리,분양,서울특별시 서초구 서초중앙로 242,168,삼호,서울특별시 서초구 반포동 30-1 반포삼호가든맨션5차,0,삼호,A13704101,3,025915143,27653.094,42,126,0,0,반포삼호가든맨션5차,27653.094,025915141,14, ,19860221,6,168,14,23008.86,06597
1165010700,아파트,복도식,지역난방,위탁관리,분양,서울특별시 서초구 서초중앙로29길 28,1260,한국상업은행 주택조합,서울특별시 서초구 반포동 60-4 반포미도아파트,0,한보건설,A13704404,8,025953238,141619.842,0,0,0,1260,반포미도아파트,148621,025343058,15, ,19870617,13,1260,15,107049.6,06592
1165010100,아파트,복도식,개별난방,위탁관리,임대,서울특별시 서초구 과천대로 908,81,울트라건설,서울특별시 서초구 방배동 2626-3 방배SH-VILLE,0,울트라건설,A13706002,1,025252284,6292.83,0,0,81,0,방배SH-VILLE,6292.97,025252048,9, ,20050811,1,81,9,2688.19,06760
1165010100,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 서초구 남부순환로 2183,344,개나리아파트 주택조합,서울특별시 서초구 방배동 485-3 방배래미안타워,2,삼성물산,A13706302,4,025880287,48696.48,344,0,0,0,방배래미안타워,67266.55,025880286,22, ,20050107,4,344,22,40902.76,06701
1165010100,아파트,계단식,개별난방,위탁관리,분양,서울특별시 서초구 효령로 84,364,대우건설,서울특별시 서초구 방배동 1038- 방배대우효령,0,대우종합건설,A13706303,6,025873940,38503.92,0,0,0,364,방배대우효령,38506,025251280,13, ,19921125,15,364,13,30908.23,06696
1165010800,아파트,혼합식,지역난방,위탁관리,분양,서울특별시 서초구 사임당로23길 53,166,아남건설주식회사,서울특별시 서초구 서초동 1641-13 아남,1,아남건설주식회사,A13707002,2,025886065,16868.1655,0,0,0,166,아남,17316.86,025886061,13, ,19891130,5,166,13,13208.78,06635
1165010800,주상복합,복도식,개별난방,자치관리,분양,서울특별시 서초구 서초대로58길 10,215,(주)리얼티투자개발,서울특별시 서초구 서초동 1675-11 서초대우아이빌,2,대우건설,A13707003,1,025816598,13647.15,0,0,203,12,서초대우아이빌,17899.87,025816597,15, ,20030313,4,215,15,8543.82,06633
1165010800,아파트,복도식,개별난방,위탁관리,분양,서울특별시 서초구 서초중앙로22길 25,293,주식회사 루튼,서울특별시 서초구 서초동 1671-5 대림서초리시온,4,대림산업주식회사,A13707006,1,0234876307,24578.8,0,0,286,7,대림서초리시온,29483,0234876308,14, ,20030422,2,293,14,13588.9,06634
1165010800,아파트,계단식,지역난방,위탁관리,혼합,서울특별시 서초구 서운로 221,392,삼호2차재건축조합,서울특별시 서초구 서초동 1301-6 래미안 서초스위트 아파트,1,(주)삼성물산,A13707009,3,0234773406,43456.81,149,0,84,159,래미안 서초스위트 아파트,57709.957,0234773405,31, ,20090430,8,392,31,32815.7143,06608
1165010800,주상복합,복도식,개별난방,위탁관리,분양,서울특별시 서초구 서초중앙로 26,440,서린상사(주),서울특별시 서초구 서초동 1445-4 래미안서초유니빌,6,삼성물산(주),A13707010,1,0234860988,36406.905,0,0,418,22,래미안서초유니빌,36407,0234710988,24,래미안서초유니빌.apti.co.kr,20030822,3,440,24,20329.37,06720
1165010200,아파트,복도식,개별난방,위탁관리,임대,서울특별시 서초구 매헌로 16,390,sh공사,서울특별시 서초구 양재동 212- 양재리본타워2단지,1,금호건설,A13713002,3,025292207,28843.26,48,0,228,114,양재리본타워2단지,55503.55,025292206,34,www.yjlivon2.com,20140626,0,390,34,28843.26,06771
1165011100,아파트,혼합식,개별난방,위탁관리,혼합,서울특별시 서초구 청계산로11길 7-12,310,SH공사,서울특별시 서초구 신원동 271-9 서초포레스타7단지,0,한신공영,A13716001,10,0220580592,41430.76,0,0,261,49,서초포레스타7단지,41430.76,0220580591,7, ,20130930,16,310,7,17835.75,06802
1165011100,아파트,계단식,개별난방,위탁관리,혼합,서울특별시 서초구 청계산로7길 43,547,에스에이치공사,서울특별시 서초구 신원동 690- 서초포레스타5단지,3,한신공영,A13716002,11,0220582808,88337.95,112,0,206,229,서초포레스타5단지,88337.95,0220582806,17, ,20140508,19,547,17,43252.24,06798
1165011100,아파트,계단식,개별난방,위탁관리,혼합,서울특별시 서초구 헌릉로8길 22,482,SH공사,서울특별시 서초구 신원동 408- 서초포레스타3단지,3,한신공영(주),A13716003,8,0234612811,75689.73,87,0,249,146,서초포레스타3단지,76114,0234612809,19, ,20140624,16,482,19,37219.4,06798
1165010700,아파트,복도식,지역난방,위탁관리,분양,서울특별시 서초구 사평대로 240,435,한보건설,서울특별시 서초구 반포동 60-5 반포미도2차,0,한보건설,A13770105,3,025337605,40711.6,0,0,60,375,반포미도2차,41174,025357604,15, ,19890513,5,435,15,30352.95,06592
1165010800,아파트,계단식,개별난방,자치관리,분양,서울특별시 서초구 명달로 91,67,대교D&S,서울특별시 서초구 서초동 1494-4 더미캘란,2,대교D&S,A13770606,1,0234746265,29195.957,0,67,0,0,더미캘란,29195.957,0234746263,14, ,20050623,6,67,14,16074.2,06667
1165010800,주상복합,계단식,중앙난방,위탁관리,분양,서울특별시 서초구 반포대로 122,174,SR건설,서울특별시 서초구 서초동 1542-6 서초현대ESA2차,6,현대건설,A13770608,2,025237382,33719.16,0,174,0,0,서초현대ESA2차,43252.38,025237383,25, ,20030129,1,174,25,23707.5,06647
1165010800,아파트,계단식,지역난방,위탁관리,분양,서울특별시 서초구 서초중앙로 15,645,군인공제회,서울특별시 서초구 서초동 1446-11 현대슈퍼빌,3,현대건설(주),A13770609,4,025854155,202346.32,0,645,0,0,현대슈퍼빌,226180,025851100,46,https://superville.aptner.com,20031013,20,645,46,118181.34,06718
1165010800,주상복합,혼합식,기타,자치관리,분양,서울특별시 서초구 효령로53길 45,462,서현개발,서울특별시 서초구 서초동 1593-7 서초이오빌,6,경남기업,A13770611,1,025861218,40044.71,0,0,462,0,서초이오빌,40043.8,025862750,24, ,20030813,2,462,24,19386.62,06652
1165010100,아파트,계단식,개별난방,위탁관리,혼합,서울특별시 서초구 방배천로18길 11,744,방배2-6구역 주택재건축 정비사업조합,서울특별시 서초구 방배동 424-28 방배롯데캐슬아르떼,3,롯데건설,A13771001,11,0234861800,93818,103,148,164,329,방배롯데캐슬아르떼,143730,0234864967,18,arte.aptnet.co.kr,20131120,0,744,18,74227.8998,06676
